1:	S=["Lady", "Grizel", "Baillie", "(\"née\"", "Hume;", "25", "December", "1665", "–", "6", "December", "1746)", "was", "a", "Scottish", "songwriter."]
757:	S=["This", "is", "the", "list", "of", "the", "Presidents of the Italian Republic", "with", "the", "title", "since", "1948.", "The", "Quirinal Palace", "(known", "in", "Italian", "as", "the", ")", "in", "Rome", "is", "the", "official", "residence", "of", "the", "President", "of", "the", "Italian", "Republic."]
	M=[[6, "President of the Italian Republic"], [13, "Quirinal Palace"], [16, "Italian language"], [21, "Rome"]]
758:	S=["Breathing", "is", "the", "process", "that", "moves", "air", "in", "and", "out", "of", "the", "lungs", "or", "oxygen", "through", "other", "breathing", "organs."]
	M=[[0, "Breathing"]]
759:	S=["Fatemeh", "is", "Fatemeh", "()", "is", "a", "book", "written", "by", "Ali Shariati", ".", "In", "the", "book,", "Fatima Zahra", "the", "daughter", "of", "the", "Islamic", "prophet", "Muhammad", "is", "described", "as", "a", "role", "model", "for", "Muslim", "women", "around", "the", "world.", "It", "was", "written", "in", "the", "pre-", "revolutionary", "era", "of", "Iran", "'s", "history", "where", "there", "were", "no", "specific", "sources", "by", "which", "one", "might", "interpret", "who", "she", "was,", "and", "he", "assures", "the", "readers", "that", "he", "is", "giving", "them", "more", "than", "an", "analytical", "description", "of", "her", "personality", "and", "that", "it", "needs", "the", "criticism", "of", "the", "enlightened", "thinker.", "By", "writing", "this", "book", "he", "was", "to", "complete", "the", "work", "of", "French", "scholar", "Professor", "Louis Massignon", "."]
	M=[[9, "Ali Shariati"], [14, "Fatima Zahra"], [21, "Muhammad"], [29, "Muslim"], [40, "Iranian Revolution"], [43, "Iran"], [102, "Louis Massignon"]]
760:	S=["Emilia-Romagna", "(,", ",", "Romagnol", ":", "\"Emélia-Rumâgna\")", "is", "an", "administrative", "Region", "of", "Northern Italy", ",", "comprising", "the", "historical", "regions", "of", "Emilia", "and", "Romagna", ".", "Its", "capital", "is", "Bologna", ".", "It", "has", "an", "area", "of", ",", "and", "about", "4.4", "million", "inhabitants."]
	M=[[3, "Romagnol language"], [9, "Regions of Italy"], [11, "Northern Italy"], [18, "Emilia (region of Italy)"], [20, "Romagna"], [25, "Bologna"]]
761:	S=["Daniel", "Toroitich", "arap", "Moi", "(born", "2", "September", "1924)", "is", "a", "former", "Kenya", "n", "politician", "who", "served", "as", "the", "second", "President of Kenya", "from", "1978", "to", "2002.", "Through", "popular", "agitation", "and", "external", "pressures,", "he", "was", "forced", "to", "allow", "multiparty", "elections", "in", "1992", "and", "successfully", "led", "his", "party", "to", "victory", "and", "in", "the", "following", "general", "election", "in", "1997.", "Prior", "to", "1978,", "he", "served", "as", "the", "third", "Vice President of Kenya", "from", "1967", "to", "1978."]
	M=[[11, "Kenya"], [19, "President of Kenya"], [62, "Vice President of Kenya"]]
762:	S=["The", "Legion of Honour", "is", "the", "highest", "decoration", "awarded", "by", "France."]
	M=[[1, "Legion of Honour"]]
763:	S=["Heterogamy", "(from", "Ancient Greek", "ἕτερος", "\"heteros\",", "\"other,", "another\"", "and", "γάμος", "\"gámos\",", "\"marriage\")", "has", "a", "number", "of", "biological", "definitions:"]
	M=[[2, "Ancient Greek"]]
764:	S=["Ingeborg", "Morath", "was", "born", "in", "Graz, Austria", ",", "to", "Mathilde", "(Wiesler)", "and", "Edgar", "Morath,", "scientists", "whose", "work", "took", "them", "to", "different", "laboratories", "and", "universities", "in", "Europe", "during", "her", "childhood.", "Her", "parents", "had", "converted", "from", "Catholicism", "to", "Protestanism.", "First", "educated", "in", "French-speaking", "schools,", "Morath", "relocated", "in", "the", "1930s", "with", "her", "family", "to", "Darmstadt", ",", "a", "German", "intellectual", "center,", "and", "then", "to", "Berlin", ",", "where", "Morath's", "father", "directed", "a", "laboratory", "specializing", "in", "wood", "chemistry.", "Morath", "was", "registered", "at", "the", "\"Luisenschule\"", "near", "Bahnhof Friedrichstraße", "."]
	M=[[5, "Graz, Austria"], [50, "Darmstadt"], [59, "Berlin"], [78, "Bahnhof Friedrichstraße"]]
765:	S=["The", "President", "of", "the", "Yemen Arab Republic", "was", "the", "head", "of", "state", "of", "that", "country", "in", "what", "is", "now", "northern", "Yemen", ".", "There", "were", "six", "presidents", "of", "North", "Yemen."]
	M=[[4, "Yemen Arab Republic"], [18, "Yemen"]]
766:	S=["Reuss", "()", "was", "the", "name", "of", "several", "historical", "states", "located", "in", "present-day", "Thuringia", ",", "Germany.", "Its", "rulers,", "the", "House", "of", "Reuss,", "named", "all", "of", "their", "male", "children", "\"Heinrich\"", "()", "after", "the", "end", "of", "the", "12th", "century", "in", "honour", "of", "Henry VI, Holy Roman Emperor", "(1190–97),", "to", "whom", "they", "owed", "the", "estates", "of", "Weida", "and", "Gera", ".", "The", "head", "of", "each", "branch", "of", "the", "family", "bore", "the", "German", "title", "Fürst", "(Prince)", "as", "did", "their", "children."]
	M=[[12, "Thuringia"], [39, "Henry VI, Holy Roman Emperor"], [48, "Weida, Thuringia"], [50, "Gera"], [64, "Fürst"]]
767:	S=["The", "Deputy", "Prime", "Minister", "of", "the", "United", "Kingdom", "of", "Great", "Britain", "and", "Northern", "Ireland", "(DPM)", "is", "a", "senior", "member", "of", "the", "Cabinet of the United Kingdom", ".", "The", "office", "of", "the", "Deputy", "Prime", "Minister", "is", "not", "a", "permanent", "position,", "existing", "only", "at", "the", "discretion", "of", "the", "Prime Minister", ",", "who", "may", "appoint", "to", "other", "offices", "–", "such", "as", "First Secretary of State", "–", "to", "give", "seniority", "to", "a", "particular", "Cabinet", "Minister.", "The", "office", "was", "last", "held", "by", "Nick Clegg", "between", "2010", "and", "2015,", "during", "David Cameron", "'s", "first", "term", "as", "Prime", "Minister."]
	M=[[21, "Cabinet of the United Kingdom"], [42, "Prime Minister of the United Kingdom"], [53, "First Secretary of State"], [69, "Nick Clegg"], [75, "David Cameron"]]
768:	S=["Raymond", "Pettibon", "(born", "Raymond", "Ginn", "on", "June", "16,", "1957)", "is", "an", "American", "artist", "who", "lives", "and", "works", "in", "New York City", "."]
	M=[[18, "New York City"]]
769:	S=["Horatio", "Hornblower", "is", "a", "fictional", "Napoleonic Wars", "era", "Royal Navy", "officer", "who", "is", "the", "protagonist", "of", "a", "series", "of", "novels", "by", "C. S. Forester", ".", "He", "was", "later", "the", "subject", "of", "films", "and", "radio", "and", "television", "programs."]
	M=[[5, "Napoleonic Wars"], [7, "Royal Navy"], [19, "C. S. Forester"], [31, "Hornblower (TV series)"]]
770:	S=["Howard", "Dwaine", "\"Howie", "D.\"", "Dorough", "(born", "August", "22,", "1973)", "is", "an", "American", "singer-songwriter,", "dancer,", "musician,", "entertainer,", "actor,", "and", "businessman.", "He", "is", "best", "known", "as", "a", "member", "of", "American", "music", "group", "Backstreet Boys", "."]
	M=[[30, "Backstreet Boys"]]
771:	S=["The", "Royal", "Liverpool", "Philharmonic", "Society", "is", "a", "society", "based", "in", "Liverpool", ",", "Merseyside", ",", "England,", "that", "manages", "a", "professional", "symphony", "orchestra,", "a", "concert", "venue,", "and", "extensive", "programmes", "of", "learning", "through", "music.", "It", "is", "the", "UK's", "only", "orchestra", "that", "has", "its", "own", "hall.", "The", "society", "is", "the", "second", "oldest", "of", "its", "type", "in", "the", "United", "Kingdom", "and", "its", "orchestra,", "the", "Royal", "Liverpool", "Philharmonic", "Orchestra,", "is", "the", "country's", "longest-surviving", "professional", "orchestra.", "In", "addition", "to", "the", "orchestra,", "the", "society", "administers", "the", "Royal", "Liverpool", "Philharmonic", "Choir.", "the", "Liverpool", "Philharmonic", "Youth", "Orchestra", "and", "other", "choirs", "and", "ensembles.", "It", "is", "involved", "in", "educational", "and", "community", "projects", "in", "Liverpool", "and", "its", "surrounding", "region.", "The", "society", "and", "its", "members", "have", "won", "a", "number", "of", "honours", "and", "awards", "and", "played", "an", "important", "role", "when", "Liverpool", "was", "the", "European Capital of Culture", "in", "2008.", "It", "is", "based", "in", "the", "Liverpool Philharmonic Hall", ",", "an", "art deco", "concert", "hall", "built", "in", "the", "late", "1930s."]
	M=[[10, "Liverpool"], [12, "Merseyside"], [128, "European Capital of Culture"], [136, "Philharmonic Hall, Liverpool"], [139, "Art Deco"]]
772:	S=["An", "orisha", "(spelled", "orichá", "or", "orixá", "in", "Latin America", ")", "is", "a", "spirit", "that", "reflects", "one", "of", "the", "manifestations", "of", "God", "(", "Eledumare", ",", "Olorun", ",", "Olofi", ")", "in", "Yoruba religion", ".", "There", "are", "a", "total", "of", "401", "orishas.", "Many", "orishas", "have", "found", "their", "way", "to", "most", "of", "the", "New World", "as", "a", "result", "of", "the", "Atlantic slave trade", "and", "are", "now", "expressed", "in", "practices", "as", "varied", "as", "Santería", ",", "Candomblé", ",", "Trinidad Orisha", ",", "and", "Oyotunji", ",", "among", "others."]
	M=[[7, "Latin America"], [21, "Eledumare"], [23, "Olorun"], [25, "Olofi"], [28, "Yoruba religion"], [47, "New World"], [53, "Atlantic slave trade"], [63, "Santería"], [65, "Candomblé Ketu"], [67, "Trinidad Orisha"], [70, "Adefunmi"]]
773:	S=["Sir", "Arthur", "William", "Fadden,", "(13", "April", "189421", "April", "1973)", "was", "an", "Australian", "politician", "and", "the", "13th", "Prime Minister of Australia", "."]
	M=[[15, "List of Prime Ministers of Australia"], [16, "Prime Minister of Australia"]]
774:	S=["West", "Friesland", "(also", "West", "Frisia;", ";", "West Frisian", ":", "\"West-Fryslân\")", "is", "a", "contemporary", "region", "in", "the", "northwestern", "Netherlands", ",", "in", "the", "province", "of", "North Holland", "."]
	M=[[6, "West Frisian language"], [16, "Netherlands"], [22, "North Holland"]]
775:	S=["Vladimir", "Davidovich", "Ashkenazy", "(,", "\"Vladimir", "Davidovich", "Ashkenazi\";", "born", "July", "6,", "1937)", "is", "a", "pianist", "and", "conductor", ",", "originally", "from", "Russia,", "who", "has", "held", "Icelandic", "citizenship", "since", "1972.", "He", "has", "lived", "in", "Switzerland", "since", "1978."]
	M=[[15, "Conducting"]]
776:	S=["Jean-Louis", "Xavier", "Trintignant", "(;", "born", "11", "December", "1930)", "is", "a", "French", "actor,", "screenwriter", "and", "director", "who", "has", "enjoyed", "international", "acclaim.", "He", "won", "the", "Best Actor", "Award", "at", "the", "1969 Cannes Film Festival", "as", "well", "as", "the", "Best Actor", "Award", "at", "the", "César Awards 2013", "."]
	M=[[23, "Best Actor Award (Cannes Film Festival)"], [27, "1969 Cannes Film Festival"], [32, "César Award for Best Actor"], [36, "César Awards 2013"]]
777:	S=["Charles", "Manners-Sutton", "(Manners", "before", "1762;", "17", "February", "1755", "–", "21", "July", "1828)", "was", "a", "bishop", "in", "the", "Church of England", "who", "served", "as", "Archbishop of Canterbury", "from", "1805", "to", "1828."]
	M=[[17, "Church of England"], [21, "Archbishop of Canterbury"]]
778:	S=["John", "Tillotson", "(October", "1630", "–", "22", "November", "1694)", "was", "the", "Anglican", "Archbishop of Canterbury", "from", "1691", "to", "1694."]
	M=[[11, "Archbishop of Canterbury"]]
779:	S=["William", "Whittlesey", "(or", "Whittlesea)", "(died", "5", "June", "1374)", "was", "a", "Bishop of Rochester", ",", "then", "Bishop of Worcester", ",", "then", "finally", "Archbishop of Canterbury", ".", "He", "also", "served", "as", "Master", "of", "Peterhouse, Cambridge", "."]
	M=[[10, "Bishop of Rochester"], [13, "Bishop of Worcester"], [17, "Archbishop of Canterbury"], [25, "Peterhouse, Cambridge"]]
780:	S=["Simon", "de", "Langham", "(1310", "–", "22", "July", "1376)", "was", "an", "English", "clergyman", "who", "was", "Archbishop of Canterbury", "and", "a", "cardinal", "."]
	M=[[14, "Archbishop of Canterbury"], [17, "Cardinal (Catholicism)"]]
781:	S=["John", "de", "Stratford", "(c.1275", "-", "1348)", "was", "Archbishop of Canterbury", ",", "Bishop of Winchester", ",", "Treasurer", "and", "Chancellor of England", "."]
	M=[[7, "Archbishop of Canterbury"], [9, "Bishop of Winchester"], [11, "Lord High Treasurer"], [13, "Lord Chancellor"]]
782:	S=["Irène", "Marie", "Jacob", "(born", "15", "July", "1966)", "is", "a", "French-born", "Swiss", "actress", "considered", "one", "of", "the", "preeminent", "French", "actresses", "of", "her", "generation.", "Jacob", "gained", "international", "recognition", "and", "acclaim", "through", "her", "work", "with", "Polish", "film", "director", "Krzysztof Kieślowski", ",", "who", "cast", "her", "in", "the", "lead", "role", "of", "\"", "The Double Life of Véronique", "\"", "and", "\"\".", "She", "came", "to", "represent", "an", "image", "of", "European", "sophistication."]
	M=[[32, "Poles"], [35, "Krzysztof Kieślowski"], [46, "The Double Life of Véronique"]]
783:	S=["Kaspar", "Villiger", "(pronounced", "Caspar", "Feeleeger)", "(born", "5", "February", "1941)", "is", "a", "Swiss", "businessman,", "politician", "and", "former", "member", "of", "the", "Swiss Federal Council", "(1989–2003)."]
	M=[[11, "Switzerland"], [19, "Swiss Federal Council"]]
784:	S=["The", "curie", "(symbol", "Ci)", "is", "a", "non-", "SI", "unit", "of", "radioactivity", ",", "named", "'in", "honour", "of'", "Pierre Curie", ",", "according", "to", "his", "widow,", "the", "famed", "radiation", "researcher", "Marie Curie", ",", "who", "was", "on", "the", "standards", "committee", "and", "perhaps", "a", "more", "likely", "candidate", "for", "the", "naming", "honors."]
	M=[[7, "International System of Units"], [10, "Radioactive decay"], [16, "Pierre Curie"], [26, "Marie Curie"]]
785:	S=["Ruth", "Dreifuss", "(born", "9", "January", "1940", "in", "St. Gallen", ")", "is", "a", "Swiss", "politician", "affiliated", "with", "the", "Social Democratic Party", ".", "She", "was", "a", "member", "of", "the", "Swiss Federal Council", "from", "1993", "to", "2002,", "representing", "the", "Canton of Geneva", "."]
	M=[[7, "St. Gallen"], [11, "Switzerland"], [16, "Social Democratic Party of Switzerland"], [24, "Swiss Federal Council"], [31, "Canton of Geneva"]]
786:	S=["Otto", "Stich", "(January", "10,", "1927", "–", "September", "13,", "2012)", "was", "a", "Swiss", "politician."]
	M=[[11, "Switzerland"]]
787:	S=["Pierre", "Aubert", "(born", "3", "March", "1927", "in", "La Chaux-de-Fonds", ",", "Canton of Neuchâtel", ")", "is", "a", "Swiss", "politician,", "lawyer", "and", "former", "member", "of", "the", "Swiss Federal Council", "(1978–1987)."]
	M=[[7, "La Chaux-de-Fonds"], [9, "Canton of Neuchâtel"], [13, "Switzerland"], [21, "Swiss Federal Council"]]
788:	S=["Fritz", "Honegger", "(25", "July", "1917", "–", "4", "March", "1999)", "was", "a", "Swiss", "politician."]
	M=[[11, "Switzerland"]]
789:	S=["Ernst", "Brugger", "(10", "March", "1914", "–", "20", "June", "1998)", "was", "a", "Swiss", "politician", "and", "member", "of", "the", "Swiss Federal Council", "(1969–1978)."]
	M=[[11, "Switzerland"], [17, "Swiss Federal Council"]]
790:	S=["Nello", "Celio", "(12", "February", "1914", "–", "29", "December", "1995)", "was", "a", "Swiss", "politician", "representing", "Canton Ticino", "."]
	M=[[11, "Switzerland"], [14, "Canton Ticino"]]
791:	S=["Philipp", "Etter", "(21", "December", "1891", "-", "23", "December", "1977)", "was", "a", "Swiss", "politician."]
